family_code,source_field_code,field_code,option_value,series_code,workbook_name,worksheet_name,source_row,source_field_cell,source_value_cell,source_series_cell,source_profile
FYBROC,F_Frame_Size,MOTOR_FRAME,284TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,68,B68,C68,E68,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,68,B68,C68,G68,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,68,B68,C68,J68,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,69,B69,C69,E69,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324T,1600,Fybroc Attributes and Constraints.xlsx,MAIN,69,B69,C69,G69,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324T,3000,Fybroc Attributes and Constraints.xlsx,MAIN,69,B69,C69,J69,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,70,B70,C70,E70,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,70,B70,C70,G70,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,70,B70,C70,J70,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,71,B71,C71,E71,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326T,1600,Fybroc Attributes and Constraints.xlsx,MAIN,71,B71,C71,G71,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326T,3000,Fybroc Attributes and Constraints.xlsx,MAIN,71,B71,C71,J71,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,72,B72,C72,E72,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,72,B72,C72,G72,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,72,B72,C72,J72,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,73,B73,C73,E73,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364T,1600,Fybroc Attributes and Constraints.xlsx,MAIN,73,B73,C73,G73,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364T,3000,Fybroc Attributes and Constraints.xlsx,MAIN,73,B73,C73,J73,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,74,B74,C74,E74,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,74,B74,C74,G74,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,74,B74,C74,J74,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,75,B75,C75,E75,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365T,1600,Fybroc Attributes and Constraints.xlsx,MAIN,75,B75,C75,G75,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365T,3000,Fybroc Attributes and Constraints.xlsx,MAIN,75,B75,C75,J75,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,76,B76,C76,E76,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,76,B76,C76,G76,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,76,B76,C76,J76,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,77,B77,C77,E77,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,77,B77,C77,G77,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,77,B77,C77,J77,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,405TS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,78,B78,C78,E78,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,404T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,79,B79,C79,E79,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,405T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,80,B80,C80,E80,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,444T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,81,B81,C81,E81,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,445T,1500,Fybroc Attributes and Constraints.xlsx,MAIN,82,B82,C82,E82,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,143JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,83,B83,C83,F83,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,143JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,83,B83,C83,H83,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,145JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,84,B84,C84,F84,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,145JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,84,B84,C84,H84,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,182JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,85,B85,C85,F85,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,182JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,85,B85,C85,H85,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,184JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,86,B86,C86,F86,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,184JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,86,B86,C86,H86,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,213JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,87,B87,C87,F87,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,213JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,87,B87,C87,H87,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,215JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,88,B88,C88,F88,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,215JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,88,B88,C88,H88,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,254JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,89,B89,C89,F89,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,254JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,89,B89,C89,H89,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,256JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,90,B90,C90,F90,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,256JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,90,B90,C90,H90,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,91,B91,C91,F91,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,91,B91,C91,H91,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,92,B92,C92,F92,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,92,B92,C92,H92,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,93,B93,C93,F93,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,93,B93,C93,H93,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326JM,1530,Fybroc Attributes and Constraints.xlsx,MAIN,94,B94,C94,F94,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326JM,1630,Fybroc Attributes and Constraints.xlsx,MAIN,94,B94,C94,H94,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,143TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,95,B95,C95,I95,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,143TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,95,B95,C95,K95,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,145TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,96,B96,C96,I96,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,145TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,96,B96,C96,K96,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,182TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,97,B97,C97,I97,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,182TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,97,B97,C97,K97,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,184TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,98,B98,C98,I98,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,184TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,98,B98,C98,K98,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,213TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,99,B99,C99,I99,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,213TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,99,B99,C99,K99,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,215TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,100,B100,C100,I100,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,215TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,100,B100,C100,K100,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,254TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,101,B101,C101,I101,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,254TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,101,B101,C101,K101,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,256TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,102,B102,C102,I102,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,256TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,102,B102,C102,K102,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,103,B103,C103,I103,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,103,B103,C103,K103,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,104,B104,C104,I104,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,104,B104,C104,K104,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,105,B105,C105,I105,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,284TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,105,B105,C105,K105,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,106,B106,C106,I106,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,106,B106,C106,K106,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,107,B107,C107,I107,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,286TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,107,B107,C107,K107,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,108,B108,C108,I108,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,108,B108,C108,K108,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,109,B109,C109,I109,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,324TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,109,B109,C109,K109,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,110,B110,C110,I110,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,110,B110,C110,K110,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,111,B111,C111,I111,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,326TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,111,B111,C111,K111,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,112,B112,C112,I112,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,112,B112,C112,K112,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,113,B113,C113,I113,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,364TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,113,B113,C113,K113,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TSC,2530,Fybroc Attributes and Constraints.xlsx,MAIN,114,B114,C114,I114,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,365TSC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,114,B114,C114,K114,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,404TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,115,B115,C115,K115,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,405TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,116,B116,C116,K116,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,444TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,117,B117,C117,K117,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,445TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,118,B118,C118,K118,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Frame_Size,MOTOR_FRAME,447TC,5500,Fybroc Attributes and Constraints.xlsx,MAIN,119,B119,C119,K119,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,303_SS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,120,B120,C120,E120,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,303_SS,1530,Fybroc Attributes and Constraints.xlsx,MAIN,120,B120,C120,F120,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,303_SS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,120,B120,C120,G120,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,303_SS,1630,Fybroc Attributes and Constraints.xlsx,MAIN,120,B120,C120,H120,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,303_SS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,120,B120,C120,J120,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,316_SS,1500,Fybroc Attributes and Constraints.xlsx,MAIN,121,B121,C121,E121,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,316_SS,1530,Fybroc Attributes and Constraints.xlsx,MAIN,121,B121,C121,F121,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,316_SS,1600,Fybroc Attributes and Constraints.xlsx,MAIN,121,B121,C121,G121,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,316_SS,1630,Fybroc Attributes and Constraints.xlsx,MAIN,121,B121,C121,H121,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,316_SS,3000,Fybroc Attributes and Constraints.xlsx,MAIN,121,B121,C121,J121,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,Carp-20,1500,Fybroc Attributes and Constraints.xlsx,MAIN,122,B122,C122,E122,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,Carp-20,1530,Fybroc Attributes and Constraints.xlsx,MAIN,122,B122,C122,F122,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,Carp-20,1600,Fybroc Attributes and Constraints.xlsx,MAIN,122,B122,C122,G122,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
FYBROC,F_Gland_Hardware,GLAND_HARDWARE,Carp-20,1630,Fybroc Attributes and Constraints.xlsx,MAIN,122,B122,C122,H122,C:\Users\makorede\Downloads\Combine_partnumbering\config\constraint_profiles\fybroc_series_field_options.json
