family_code,workbook_role,workbook_name,worksheet_name,field_code,field_name,display_value,identifier_code,display_order,source_display_cell,source_code_cell,source_profile
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,Series,Code,10,F22,H22,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,1500,A,20,F23,H23,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,1530,B,30,F24,H24,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,1600,C,40,F25,H25,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,1630,D,50,F26,H26,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,2530,E,60,F27,H27,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,3000,F,70,F28,H28,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,5500,G,80,F29,H29,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,5530,H,90,F30,H30,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,6000,Q,100,F39,H39,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,7500,R,110,F40,H40,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,7530,S,120,F41,H41,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SERIES,Series,8500,T,130,F42,H42,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1x1.5x6,1,10,J8,K8,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1x1.5x8,2,20,J9,K9,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1x2x10,3,30,J10,K10,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1.5x3x10,4,40,J11,K11,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1.5x3x6,5,50,J12,K12,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,1.5x3x8,6,60,J13,K13,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,2x3x6,7,70,J14,K14,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,2x3x8,8,80,J15,K15,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,2x3x10,9,90,J16,K16,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,2x3x13,A,100,J17,K17,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,3x4x6,B,110,J18,K18,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,3x4x8,C,120,J19,K19,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,3x4x10,D,130,J20,K20,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,3x4x13,E,140,J21,K21,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,4x4x10,F,150,J22,K22,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,4x6x10,G,160,J23,K23,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,4x6x11,H,170,J24,K24,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,4x6x13,I,180,J25,K25,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,6x8x13,J,190,J26,K26,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,6x10x8,K,200,J27,K27,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,6x12x9,L,210,J28,K28,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,8x10x15,M,220,J29,K29,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,8x14x10,N,230,J30,K30,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,10x12x16,O,240,J31,K31,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,SIZE,Size,8x15x11,P,250,J32,K32,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,VR-1,1,10,M8,N8,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,VR-1 BPO/DMA,7,20,M9,N9,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,VR-1A,5,30,M10,N10,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,VR-1A BPO/DMA,V,40,M11,N11,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,VR-1V,3,50,M12,N12,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,PUMP_MATERIAL,Pump Material,EY-2,2,60,M13,N13,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,16.000,MA,10,P8,Q8,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.875,LH,20,P9,Q9,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.750,LG,30,P10,Q10,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.625,LF,40,P11,Q11,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.500,LE,50,P12,Q12,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.375,LD,60,P13,Q13,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.250,LC,70,P14,Q14,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.125,LB,80,P15,Q15,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,15.000,LA,90,P16,Q16,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.875,KH,100,P17,Q17,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.750,KG,110,P18,Q18,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.625,KF,120,P19,Q19,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.500,KE,130,P20,Q20,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.375,KD,140,P21,Q21,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.250,KC,150,P22,Q22,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.125,KB,160,P23,Q23,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Attributes,IMPELLER_TRIM,Impeller Trim,14.000,KA,170,P24,Q24,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\attribute_profiles\fybroc_attributes.json
