family_code,workbook_role,workbook_name,input_worksheet,input_range,field_code,field_name,defined_name,source_worksheet,source_range,option_code,option_description,source_cell,display_order,confidence,source_profile
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,127,127,K114,1100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,128,128,K115,1110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,129,129,K116,1120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,130,130,K117,1130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,131,131,K118,1140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,132,132,K119,1150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,133,133,K120,1160,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,134,134,K121,1170,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,135,135,K122,1180,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,136,136,K123,1190,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,137,137,K124,1200,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,138,138,K125,1210,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,139,139,K126,1220,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,140,140,K127,1230,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,141,141,K128,1240,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,142,142,K129,1250,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,143,143,K130,1260,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,144,144,K131,1270,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,145,145,K132,1280,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,146,146,K133,1290,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,147,147,K134,1300,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,148,148,K135,1310,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,149,149,K136,1320,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,150,150,K137,1330,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,151,151,K138,1340,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,152,152,K139,1350,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,153,153,K140,1360,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,154,154,K141,1370,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,155,155,K142,1380,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,156,156,K143,1390,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,157,157,K144,1400,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,158,158,K145,1410,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,159,159,K146,1420,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,160,160,K147,1430,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,161,161,K148,1440,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,162,162,K149,1450,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,163,163,K150,1460,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,164,164,K151,1470,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,165,165,K152,1480,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,166,166,K153,1490,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,167,167,K154,1500,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,168,168,K155,1510,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,169,169,K156,1520,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,170,170,K157,1530,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,171,171,K158,1540,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,172,172,K159,1550,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,173,173,K160,1560,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,174,174,K161,1570,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,175,175,K162,1580,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,176,176,K163,1590,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,177,177,K164,1600,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,178,178,K165,1610,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,179,179,K166,1620,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,180,180,K167,1630,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,181,181,K168,1640,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,182,182,K169,1650,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,183,183,K170,1660,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,184,184,K171,1670,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,185,185,K172,1680,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,186,186,K173,1690,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,187,187,K174,1700,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,188,188,K175,1710,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,189,189,K176,1720,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,190,190,K177,1730,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,191,191,K178,1740,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,192,192,K179,1750,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,193,193,K180,1760,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,194,194,K181,1770,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,195,195,K182,1780,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,196,196,K183,1790,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,197,197,K184,1800,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,198,198,K185,1810,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,199,199,K186,1820,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!K5:K187,LENGTH,Length,Length,Setting-Length-Vertical,K5:K187,200,200,K187,1830,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_01,S-01,E5,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_02,S-02,E6,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_03,S-03,E7,30,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_04,S-04,E8,40,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_05,S-05,E9,50,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_06,S-06,E10,60,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_07,S-07,E11,70,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_08,S-08,E12,80,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_09,S-09,E13,90,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_10,S-10,E14,100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_11,S-11,E15,110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_12,S-12,E16,120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_13,S-13,E17,130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_14,S-14,E18,140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,S_15,S-15,E19,150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
