family_code,workbook_role,workbook_name,input_worksheet,input_range,field_code,field_name,defined_name,source_worksheet,source_range,option_code,option_description,source_cell,display_order,confidence,source_profile
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,254T,254T,Z19,70,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,256T,256T,Z22,80,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,284T,284T,Z25,90,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,286T,286T,Z28,100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,284TS,284TS,Z29,110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,324T,324T,Z31,120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,286TS,286TS,Z32,130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,326T,326T,Z34,140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,324TS,324TS,Z35,150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,364T,364T,Z37,160,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,326TS,326TS,Z38,170,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,365T,365T,Z40,180,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,364TS,364TS,Z41,190,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,404T,404T,Z43,200,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,365TS,365TS,Z44,210,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,405T,405T,Z46,220,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,405TS,405TS,Z47,230,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,444T,444T,Z49,240,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,' Motor Assy'!Z3:Z52,MOTOR_FRAME_CODE,Motor Frame Code,Motor_Frame, Motor Assy,Z3:Z52,445T,445T,Z51,250,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,NO_MODIFICATION,No Modification,S8,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,NAMEPLATE_CHANGE_PER_ITEM_DESCRIPTION,Nameplate Change (per Item Description),S9,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,NAMEPLATE_CHANGE_CUSTOM,Nameplate Change (Custom),S10,30,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SHAFT_GROUNDING_RING_EXTERNAL,Shaft Grounding Ring (External),S11,40,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SHAFT_GROUNDING_RING_INTERNAL,Shaft Grounding Ring (Internal),S12,50,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,INSULATED_BEARING_ODE,Insulated Bearing (ODE),S13,60,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,TROPICALIZATION,Tropicalization,S14,70,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,INSTALLATION_OF_C_FACE,Installation of C-Face,S15,80,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SHORTEN_SHAFT_TS_FRAMES,Shorten Shaft (TS Frames),S16,90,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,215JM_SHAFT_EXTENSION_IN_254JM_FRAME,215JM Shaft Extension in 254JM Frame,S17,100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,CLASS_H_INSULATION,Class H Insulation,S18,110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,DRIP_COVER,Drip Cover,S19,120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SPACE_HEATER_120V,Space Heater (120V),S20,130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SPACE_HEATER_240V,Space Heater (240V),S21,140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SPACE_HEATER_WITH_AUX_BOX_120V,Space Heater with Aux Box (120V),S22,150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SPACE_HEATER_WITH_AUX_BOX_240V,Space Heater with Aux Box (240V),S23,160,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,THERMISTORS_1_PHASE,Thermistors (1/Phase),S24,170,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,THERMISTORS_1_PHASE_WITH_AUXILLIARY_BOX,Thermistors (1/Phase) with Auxilliary Box,S25,180,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,THERMOSTATS_1_PHASE,Thermostats (1/Phase),S26,190,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,THERMOSTATS_1_PHASE_WITH_AUXILLIARY_BOX,Thermostats (1/Phase) with Auxilliary Box,S27,200,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,F1_TO_F2_MOUNTING_CONVERSION,F1 to F2 Mounting Conversion,S28,210,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,OVERSIZED_MAIN_CONDUIT_BOX_MOUNT_EXTEND_LEADS,Oversized Main Conduit Box - Mount & Extend Leads,S29,220,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,CONVERT_TO_IP56,Convert to IP56,S30,230,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,CONVERT_TO_IP65,Convert to IP65,S31,240,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,PAINT,Paint,S32,250,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,ALTERNATE_GREASE,Alternate Grease,S33,260,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,SINGLE_ROW_THRUST_BEARING,Single Row Thrust Bearing,S34,270,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,DOUBLE_ROW_THRUST_BEARING,Double Row Thrust Bearing,S35,280,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,IEEE_45_MARINE_DUTY_BELOW_DECK,IEEE-45 Marine Duty Below Deck,S36,290,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,STATOR_WINDING_RTD_S_1_PHASE,Stator Winding RTD's (1/ Phase),S37,300,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Attributes!S8:S38,MOTOR_MODIFICATIONS,Motor Modifications,Motor_Modifications,Attributes,S8:S38,CONVERT_TO_IP66,Convert to IP66,S38,310,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!H3:H7,PERFORMANCE_TESTING,Performance Testing,Performance_Testing,Testing,H3:H7,NONE,NONE,H3,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!H3:H7,PERFORMANCE_TESTING,Performance Testing,Performance_Testing,Testing,H3:H7,1C_NON_WIT_PERF_TEST,1C-Non-Wit Perf Test,H4,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!H3:H7,PERFORMANCE_TESTING,Performance Testing,Performance_Testing,Testing,H3:H7,1D_WIT_PERF_TEST,1D-Wit Perf Test,H5,30,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!H3:H7,PERFORMANCE_TESTING,Performance Testing,Performance_Testing,Testing,H3:H7,1E_NON_WIT_PERF_TEST_NPSHR,1E-Non-Wit Perf Test NPSHR,H6,40,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!H3:H7,PERFORMANCE_TESTING,Performance Testing,Performance_Testing,Testing,H3:H7,1F_WIT_PERF_TEST_NPSHR,1F-Wit Perf Test NPSHR,H7,50,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!I3:I5,HYDROTEST_CERTIFICATE,Hydrotest Certificate,Hydrotest,Testing,I3:I5,NONE,NONE,I3,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!I3:I5,HYDROTEST_CERTIFICATE,Hydrotest Certificate,Hydrotest,Testing,I3:I5,2A_NON_WIT_HYDRO_TEST,2A-Non-Wit Hydro Test,I4,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!I3:I5,HYDROTEST_CERTIFICATE,Hydrotest Certificate,Hydrotest,Testing,I3:I5,2B_WIT_HYDRO_TEST,2B-Wit Hydro Test,I5,30,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!J3:J4,VIBRATION_TESTING,Vibration Testing,Vibration_Test,Testing,J3:J4,NONE,NONE,J3,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!J3:J4,VIBRATION_TESTING,Vibration Testing,Vibration_Test,Testing,J3:J4,5B_VIBRATION_TEST,5B-Vibration Test,J4,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!K3:K4,SOUND_LEVEL_TESTING,Sound Level Testing,Sound_Test,Testing,K3:K4,NONE,NONE,K3,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,Testing!K3:K4,SOUND_LEVEL_TESTING,Sound Level Testing,Sound_Test,Testing,K3:K4,4B_SOUND_LEVEL_TEST,4B-Sound Level Test,K4,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_01,S-01,J5,10,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_02,S-02,J6,20,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_03,S-03,J7,30,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_04,S-04,J8,40,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_05,S-05,J9,50,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_06,S-06,J10,60,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_07,S-07,J11,70,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_08,S-08,J12,80,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_09,S-09,J13,90,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_10,S-10,J14,100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_11,S-11,J15,110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_12,S-12,J16,120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_13,S-13,J17,130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_14,S-14,J18,140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_15,S-15,J19,150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_16,S-16,J20,160,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_17,S-17,J21,170,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_18,S-18,J22,180,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!J5:J23,SETTING,Setting,Setting,Setting-Length-Vertical,J5:J23,S_19,S-19,J23,190,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
